Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
Exhibition Road,25.55867307,85.18831831,-93.68155048,0,5.198817939,68.04381426,4G,-89.8139439,-101.1179481,-91.39113976
Gardanibagh,25.64706141,85.14036662,-86.07367991,0,5.504993006,93.23779856,4G,-88.37194808,-94.43266877,-87.63323479
Bankipore,25.76518786,85.14623101,-89.6599728,0,2.623053843,104.7575082,LTE,-94.00235773,-95.59349103,-89.95502474
Anisabad,25.47950248,85.23459891,-96.69214439,0,3.69450657,91.48406822,4G,-99.1412785,-104.3695796,-98.38163077
Boring Canal Road,25.68117275,85.2696522,-93.08667421,0,3.09836515,51.75515985,4G,-96.45355135,-98.23358005,-92.77300793
Fraser Road,25.66081762,85.05038961,-102.690577,0,86.36950446,38.39370402,5G,-100.2150741,-109.1297585,-100.1403215
Ashok Rajpath,25.42511009,85.15183103,-93.23286494,0,68.26619115,19.29484058,5G,-92.44998697,-99.8196378,-94.03195818
Rajendra Nagar,25.57155263,85.0913928,-83.01540179,0,1.898464253,154.4370953,3G,0,0,0
Boring Canal Road,25.68710725,85.22614394,-89.19192891,0,7.736237177,76.23274963,4G,-86.27247895,-97.79334544,-86.39439753
Boring Canal Road,25.54182286,85.05942182,-87.12373725,0,2.411699696,179.2765172,3G,0,0,0
Bailey Road,25.64371831,85.25777758,-93.33694475,0,42.18336692,43.19944168,5G,-95.90188325,-99.52069003,-93.48082956
Patliputra Colony,25.57738687,85.04480582,-88.84364617,0,49.97559203,13.28560874,5G,-91.63781728,-96.21112859,-86.30224231
Phulwari Sharif,25.6439143,85.26285134,-106.3959441,0,58.56408586,31.6016651,5G,-106.0853029,-114.4676495,-108.5380181
Fraser Road,25.49027009,85.01490609,-92.83812696,0,2.198898637,176.2577873,LTE,-97.69710256,-99.71749195,-95.08257717
Fraser Road,25.65974928,85.06285583,-97.90175524,0,1.725970996,130.2518799,LTE,-100.4185162,-105.5754712,-96.89340087
Anandpuri,25.63636102,85.21091506,-86.79179392,0,2.257852334,151.252341,LTE,-85.33131501,-96.03474584,-89.04536189
Exhibition Road,25.72425709,85.07568436,-95.08756409,0,83.9399453,25.02882205,5G,-98.63581072,-102.0378114,-92.41742366
S.K. Puri,25.52892859,85.1662128,-93.40341181,0,4.870220398,59.33883553,4G,-91.30962533,-101.3943744,-96.02402218
Phulwari Sharif,25.72994616,85.08681079,-87.87930076,0,5.251035292,91.6766946,4G,-92.59301173,-96.42706191,-88.34391354
Boring Road,25.53120749,85.23425502,-83.6987426,0,1.915427748,148.3097383,3G,0,0,0
Patliputra Colony,25.58965749,85.29974797,-90.19616109,0,2.61264282,115.1245638,LTE,-91.41929511,-96.95736463,-91.51538017
Gardanibagh,25.6984149,85.0018984,-88.94581006,0,2.987033879,192.0163898,LTE,-87.79637162,-96.95173921,-89.62434704
Boring Canal Road,25.53333776,84.99658357,-99.83590892,0,53.42673059,12.21023492,5G,-102.6346041,-105.0201867,-99.70113303
Ashok Rajpath,25.62281627,85.18792869,-96.64287377,0,2.985179771,136.8365296,LTE,-94.52121642,-102.0276695,-98.67973671
Patliputra Colony,25.57422849,85.31027902,-88.59139961,0,4.743088419,95.01730702,4G,-89.67425761,-94.73610059,-88.00599624
Kidwaipuri,25.64435914,85.09135707,-94.90134324,0,8.6035456,53.75181137,4G,-98.64291297,-102.1581273,-96.05478486
Pataliputra,25.66228351,85.26782805,-88.52067871,0,1.911882502,178.214981,LTE,-84.39662515,-95.31159904,-87.1965958
Exhibition Road,25.71955499,85.24877171,-88.15597805,0,1.438327175,105.6486117,LTE,-87.07628116,-95.95517052,-89.94862155
Anandpuri,25.74134521,85.14443694,-85.10132525,0,2.375501166,173.0111571,3G,0,0,0
Danapur,25.6785062,85.25026275,-87.70437194,0,1.687153581,122.7869807,LTE,-85.58791939,-93.55428896,-85.23387021
Fraser Road,25.69270306,85.22590022,-88.63625857,0,2.766515184,125.8318297,3G,0,0,0
Kumhrar,25.69401853,85.14218627,-89.55398247,0,73.76081253,12.75826095,5G,-86.39870316,-97.26086985,-89.5118366
Ashok Rajpath,25.6107421,85.09137304,-92.26959341,0,23.67629734,23.91609769,5G,-93.78412047,-101.6389512,-90.7529742
Rajendra Nagar,25.64440805,85.11567171,-103.0461828,0,4.568001083,85.37709213,4G,-99.00987969,-111.5036488,-100.1223335
Kumhrar,25.6837644,85.18703529,-91.26983561,0,2.127325696,134.3533928,LTE,-96.21002669,-98.39311227,-88.47822727
Bankipore,25.6717166,84.99960191,-94.6247264,0,2.706333554,161.0385432,LTE,-90.61071473,-102.8092732,-92.50685976
Gardanibagh,25.7601309,85.18679149,-82.15388534,0,9.598697738,78.16403568,4G,-80.01166877,-91.90905409,-84.31203982
Danapur,25.47159207,85.03290424,-99.02304262,0,44.45757599,40.62444317,5G,-94.6557547,-105.4233073,-100.6615923
Rajendra Nagar,25.57044585,85.03447439,-88.60069706,0,2.991582934,151.4100736,LTE,-88.11811064,-93.9749262,-86.35579889
Kidwaipuri,25.46230524,85.13223704,-85.93876545,0,1.252835783,137.2625568,3G,0,0,0
Exhibition Road,25.7343793,85.18958136,-88.10825409,0,1.677137863,191.1089406,LTE,-83.67746944,-98.09488681,-88.27180244
Kumhrar,25.65943996,85.04477904,-87.32969288,0,2.987682757,146.3922467,LTE,-90.68385802,-96.6237944,-90.19846231
Phulwari Sharif,25.6446432,85.02751411,-84.67734912,0,3.887309256,60.740334,4G,-82.08186712,-94.21907615,-87.52328219
Exhibition Road,25.58965761,85.05163798,-90.35901231,0,2.835259742,166.3358865,LTE,-91.6845001,-96.87798019,-88.21612077
Bankipore,25.64351086,85.23971233,-85.07352463,0,9.429969255,70.2963691,4G,-82.6898032,-94.07899089,-87.95075655
Gardanibagh,25.55283193,85.30566364,-82.64281205,0,2.516153259,133.2861052,3G,0,0,0
Gardanibagh,25.69487855,85.1907692,-82.14499882,0,4.866677959,55.65207554,4G,-84.5912468,-90.92805552,-84.29721279
Kidwaipuri,25.63033046,84.9982114,-89.07293547,0,9.414100097,60.99746925,4G,-85.57998756,-94.48592572,-87.45767575
Kumhrar,25.65123094,85.28917523,-98.59065972,0,5.35430418,99.67965188,4G,-94.12694177,-107.4795197,-98.50055618
Phulwari Sharif,25.53787463,85.24884818,-94.48940624,0,1.998153755,171.326287,LTE,-93.80369408,-100.063806,-91.79705738
Anandpuri,25.66110808,85.22532561,-84.69176412,0,2.857275726,162.8582307,3G,0,0,0
Danapur,25.55770824,85.16599414,-83.26593038,0,2.006577194,157.3126235,3G,0,0,0
Rajendra Nagar,25.59940442,84.95901517,-84.70943753,0,9.973438638,63.0612677,4G,-84.74112784,-91.08666634,-87.6859112
Anandpuri,25.48692814,85.17898732,-94.00680718,0,5.927937189,54.61774947,4G,-97.44956782,-100.2282461,-94.80715271
Kumhrar,25.52400742,85.269919,-83.54465406,0,1.724424385,194.2710484,3G,0,0,0
Phulwari Sharif,25.49509333,85.01445695,-88.43845214,0,1.707588394,101.1877337,3G,0,0,0
Bankipore,25.64121918,85.15048436,-92.29292107,0,2.506308566,156.2864953,LTE,-89.7044406,-98.61625212,-93.24631322
Exhibition Road,25.48856811,85.20807555,-104.4142757,0,63.14743297,40.1055775,5G,-104.5398282,-109.6206035,-105.323979
Danapur,25.60888017,84.97619509,-81.66631736,0,2.280589641,188.3020198,3G,0,0,0
Pataliputra,25.62486548,85.03507235,-88.96487198,0,9.133140759,83.52810846,4G,-88.32552974,-96.72411862,-91.0839651
Kumhrar,25.68897516,85.19599326,-81.86271488,0,1.809111534,118.0209638,3G,0,0,0
Gardanibagh,25.63078269,85.30517689,-86.23782029,0,1.787501987,193.4474251,LTE,-84.17957032,-94.16262788,-86.08764445
Bailey Road,25.48986717,85.19703904,-91.72644026,0,2.634011397,120.0805352,LTE,-89.77440276,-96.74274953,-92.32964553
Gandhi Maidan,25.76601081,85.15059363,-103.0240109,0,68.21024162,47.02516848,5G,-106.0876079,-111.3749415,-102.9898615
Kumhrar,25.59244876,85.30353155,-100.734921,0,42.96878854,23.728338,5G,-105.5021914,-108.9657002,-101.8906109
Boring Canal Road,25.59964803,85.29644591,-90.69738127,0,4.152103453,87.6466341,4G,-93.34656481,-99.27635175,-92.14981789
Anandpuri,25.46156862,85.19187669,-98.31806246,0,28.51582036,36.61498412,5G,-100.7625322,-108.1892107,-98.70085844
Kumhrar,25.73724003,85.0665142,-86.45925987,0,44.27545153,36.56590631,5G,-87.19998951,-96.31101145,-84.40008251
Kumhrar,25.58337717,85.09348684,-93.16485152,0,1.834258869,184.513398,LTE,-88.33014153,-102.9194722,-94.62557581
Boring Canal Road,25.67351341,85.02583737,-102.3685649,0,6.218434631,97.53254221,4G,-99.45086525,-109.1002614,-101.793627
Fraser Road,25.62766966,85.08081609,-85.33868167,0,1.855811038,193.415077,LTE,-83.80869971,-92.11335543,-88.06592919
Bankipore,25.68368306,85.14123734,-84.25539801,0,2.882019883,151.286917,3G,0,0,0
Ashok Rajpath,25.70886996,85.02643285,-86.50706164,0,1.790574322,132.3096427,3G,0,0,0
Phulwari Sharif,25.55470796,85.13626312,-88.80757208,0,2.132382339,127.0338124,3G,0,0,0
Kidwaipuri,25.52806535,85.26753194,-87.23626984,0,75.76111365,46.6663331,5G,-89.77198292,-95.51912593,-86.17376602
Kumhrar,25.64554805,85.06437264,-84.47647555,0,1.010187641,194.7456802,3G,0,0,0
Ashok Rajpath,25.6947742,85.18850252,-88.77137669,0,2.005607557,198.7538254,LTE,-87.11143917,-97.67086608,-90.64590443
Phulwari Sharif,25.52941612,85.04865618,-90.27089437,0,2.812428223,125.2996269,LTE,-93.93931741,-97.3670063,-90.43165739
Patliputra Colony,25.50123626,85.14895536,-96.5187374,0,28.26585764,25.77509845,5G,-95.18550325,-102.549413,-96.50929077
Gardanibagh,25.71665294,85.1330857,-87.33323422,0,2.08531176,117.1812466,LTE,-83.90937429,-96.97450141,-86.38599868
Patliputra Colony,25.65801904,85.1278994,-90.0445061,0,42.13489888,15.18607888,5G,-93.07457199,-97.1180816,-90.97980944
Rajendra Nagar,25.46025771,85.24255289,-84.99350435,0,2.225303612,128.3636817,3G,0,0,0
Anandpuri,25.69699538,85.15428349,-88.96198545,0,1.642835875,158.5775477,LTE,-93.00457095,-96.90589651,-88.3544488
Boring Canal Road,25.55707039,85.1438359,-84.75047544,0,1.275031071,114.1138006,3G,0,0,0
Gandhi Maidan,25.54009832,85.03187349,-95.85209108,0,51.76345846,39.10632415,5G,-91.17175247,-105.5605788,-92.88473104
Anisabad,25.54189664,85.23099955,-97.3019164,0,2.850128971,164.8473475,LTE,-97.46447012,-106.6952256,-99.4595594
Anandpuri,25.47507137,85.07326981,-91.14808119,0,80.69699943,18.23928567,5G,-90.39469693,-100.317506,-88.55069587
Kankarbagh,25.46058879,85.05886423,-93.84884592,0,1.568624968,118.8461395,LTE,-98.0007869,-102.2874955,-96.61616846
Pataliputra,25.67790647,85.19107801,-85.22816044,0,1.114806804,109.7710668,3G,0,0,0
Anisabad,25.49924706,85.13982399,-103.0859615,0,23.5699286,10.69142173,5G,-105.4553189,-108.1209134,-104.3217586
Anisabad,25.61870444,85.14598809,-100.4056137,0,87.02970714,44.42635977,5G,-102.0625467,-110.0334633,-101.8800027
Bankipore,25.51766512,85.03621125,-81.10539123,0,2.183250533,189.5227152,LTE,-79.6205372,-90.41775867,-82.67303333
Patliputra Colony,25.65003665,85.16201118,-90.69653116,0,9.978490751,80.82576973,4G,-88.88028515,-98.47048261,-91.95899626
Gardanibagh,25.67469136,85.00562194,-90.27027745,0,4.929837932,72.1870317,4G,-87.0697982,-96.97536352,-90.59813465
Gandhi Maidan,25.52774046,85.11170651,-89.37360984,0,1.682853577,190.7791855,LTE,-92.94295912,-95.70584891,-89.43386895
Bailey Road,25.60003442,85.20642546,-97.87367639,0,85.89085382,27.65752211,5G,-98.75870577,-103.2175482,-96.08561587
Kidwaipuri,25.51710962,85.01256483,-78.95234317,0,1.270704115,122.4377972,3G,0,0,0
Patliputra Colony,25.67787626,85.24090811,-86.35839071,0,2.845642185,122.3757796,LTE,-82.90259135,-91.52496735,-86.24045737
S.K. Puri,25.55368477,85.09022633,-88.98478741,0,1.482556172,197.2892258,LTE,-87.66289647,-95.35420923,-86.09380727
Gardanibagh,25.62027772,85.26886208,-80.00592691,0,2.86739252,118.1143433,3G,0,0,0
Bailey Road,25.5123371,85.18667282,-87.0851531,0,2.213720672,124.1657285,LTE,-83.42530844,-92.25974125,-87.74665882
Anandpuri,25.70164885,85.19690433,-90.10661983,0,7.648435232,99.4165199,4G,-87.11664765,-97.64249461,-90.84267309
Ashok Rajpath,25.63153549,85.22757332,-87.04882867,0,64.9613274,19.14606157,5G,-91.91172165,-96.08554727,-85.08223283
Boring Canal Road,25.59684117,84.96451616,-96.08181703,0,2.976051004,155.3698839,LTE,-93.89325685,-101.6123821,-96.81284326
S.K. Puri,25.49191095,85.10181982,-87.41125533,0,2.731845116,172.648488,LTE,-84.80525163,-92.80253343,-88.25404013
Gardanibagh,25.54612628,85.251133,-87.99311527,0,7.96166812,89.94137666,4G,-91.4317374,-94.80268838,-86.02215381
Gardanibagh,25.5277131,85.14283083,-90.30145306,0,8.567868377,95.31471403,4G,-88.84596278,-99.79638142,-90.07667029
Boring Road,25.46780815,85.24730342,-84.15621972,0,2.120972124,194.8865695,3G,0,0,0
Pataliputra,25.62980278,85.29060963,-85.03210243,0,8.351696117,66.35305617,4G,-89.54597623,-93.51806777,-87.82907682
Ashok Rajpath,25.64153682,85.04827498,-87.81549248,0,2.438993982,116.773545,LTE,-87.31554802,-95.53793576,-86.1940417
Pataliputra,25.59189344,85.27736265,-91.59144082,0,1.559788165,146.168639,LTE,-90.4477682,-100.4990233,-91.4191547
Gandhi Maidan,25.55762641,85.0184889,-86.87462149,0,2.310771341,141.6662303,LTE,-91.70773319,-92.72628576,-88.53563519
Kankarbagh,25.56304572,85.2773628,-93.87634257,0,7.279235169,98.91548143,4G,-89.12354451,-99.79010244,-96.17672179
Boring Canal Road,25.61385643,85.0950735,-84.01341044,0,2.428285696,166.6708123,3G,0,0,0
Boring Canal Road,25.51893892,85.29776525,-87.77848606,0,1.989074174,123.4627876,LTE,-86.78005422,-94.22343611,-85.13028917
Bankipore,25.74079868,85.18317036,-95.39505152,0,8.566525755,57.63963764,4G,-98.32571497,-104.8927718,-94.8515767
Boring Canal Road,25.66835074,85.26995775,-86.65751665,0,7.939594387,51.77840204,4G,-85.85163964,-96.43145314,-88.99817521
Kumhrar,25.53441541,85.25021342,-88.50208466,0,2.507871227,158.6846246,3G,0,0,0
Kidwaipuri,25.60118727,85.28829013,-94.05913082,0,56.38367014,32.58705071,5G,-93.76353382,-99.61777604,-94.61005444
Bailey Road,25.54740507,85.20905173,-93.40967608,0,1.289546378,188.6778466,3G,0,0,0
Rajendra Nagar,25.5752593,85.15416372,-85.60553071,0,2.662572855,185.800107,3G,0,0,0
Fraser Road,25.71832928,85.16412864,-89.21597866,0,7.322514352,84.50761675,4G,-84.90939311,-95.18416713,-86.67190118
Bailey Road,25.49285095,85.27628649,-93.65744176,0,87.93513679,37.47553022,5G,-97.78076793,-100.9287554,-94.29097753
Bankipore,25.6538839,85.20100683,-87.70246377,0,1.862489446,168.2873719,3G,0,0,0
Rajendra Nagar,25.69173376,85.17943909,-89.11616474,0,2.4930334,118.3350253,3G,0,0,0
Boring Canal Road,25.45973244,85.12966494,-81.66886654,0,1.876172771,159.7384967,3G,0,0,0
Kankarbagh,25.50550576,85.04238531,-88.34250194,0,2.151948008,173.1685212,LTE,-86.71231522,-97.91792833,-89.93241145
Bankipore,25.69540912,85.14368541,-99.66977335,0,72.46008206,35.42323991,5G,-98.97709068,-106.3261063,-97.11208584
Kankarbagh,25.63151205,85.10194868,-89.64109899,0,2.198639642,191.1931677,LTE,-93.62535434,-94.80506655,-89.97657079
Bankipore,25.68071708,85.16763422,-86.45124547,0,1.530006967,136.210146,3G,0,0,0
Kidwaipuri,25.66012803,84.99471926,-82.30251998,0,1.256524271,197.1862709,3G,0,0,0
Kumhrar,25.56139933,85.0834625,-91.9566627,0,4.717423157,52.78103226,4G,-87.3219498,-99.60588372,-88.97339504
Boring Canal Road,25.66969436,85.18637939,-98.10214714,0,68.17934509,40.83042632,5G,-101.9063725,-105.2251632,-97.06301468
Danapur,25.69645908,85.15715683,-91.72219766,0,2.583840373,171.9218445,LTE,-94.82986794,-99.49639192,-92.60310715
Kumhrar,25.63386603,85.07328276,-85.40256954,0,2.940344846,196.7249223,3G,0,0,0
Danapur,25.54309924,85.1573725,-102.2721272,0,84.0168915,19.54413384,5G,-106.8139374,-110.3550319,-101.1035973
Anisabad,25.48657978,85.134414,-85.46226562,0,6.665584696,56.86390137,4G,-81.18067382,-92.45294098,-88.42143268
Boring Road,25.64054325,85.27778803,-92.72230453,0,2.363460283,163.3497299,LTE,-89.06566856,-101.1945773,-94.10243147
Gardanibagh,25.45935611,85.14073007,-88.28421558,0,2.085089363,190.8370628,LTE,-83.34376207,-97.67078323,-87.39126156
Rajendra Nagar,25.62444238,85.09174419,-95.39788337,0,2.07796145,161.8287586,LTE,-95.21013419,-101.8848502,-98.03634599
Danapur,25.48184969,85.07290428,-98.35937442,0,1.576536386,178.2556152,LTE,-94.12906198,-104.6924287,-101.0247314
Danapur,25.50511519,85.05854449,-89.18253925,0,1.296004614,172.3700478,LTE,-89.12773893,-97.56187018,-90.49342206
Fraser Road,25.46291054,85.25069122,-84.03553942,0,1.675149194,163.3254682,3G,0,0,0
Bankipore,25.46228819,85.23099411,-78.74126661,0,5.053947646,61.02337136,4G,-76.38738628,-88.44806032,-75.90696017
Kumhrar,25.54988619,84.97246618,-81.35193882,0,1.781027018,110.1429599,3G,0,0,0
Kidwaipuri,25.57557179,85.02411946,-94.12270363,0,5.318494605,96.66830381,4G,-95.92843975,-103.3586778,-91.39052678
Phulwari Sharif,25.51588674,85.20968112,-96.07144238,0,90.65704923,38.57856015,5G,-93.43539115,-101.6630494,-95.08929073
Kankarbagh,25.6191765,85.04373186,-94.47028615,0,2.489240922,180.7255596,LTE,-94.28166617,-99.60781157,-95.51545209
Rajendra Nagar,25.61293834,85.28098291,-88.76954096,0,9.478427553,83.84815106,4G,-87.91677221,-98.43806452,-87.1871875
Bailey Road,25.68738021,85.27922566,-91.67227153,0,3.786020688,83.54399826,4G,-89.52866636,-97.34896777,-92.92022239
Gardanibagh,25.51959571,85.05309996,-80.98404607,0,1.940130878,188.2382239,3G,0,0,0
Kankarbagh,25.70483715,85.21270966,-84.40801196,0,1.834511487,108.3950671,3G,0,0,0
Ashok Rajpath,25.60892384,85.15277392,-93.17226285,0,3.813097137,53.51615571,4G,-97.63210285,-101.3315978,-94.74277867
Kankarbagh,25.52599136,85.26552411,-85.30886337,0,2.583856721,168.5281822,3G,0,0,0
Boring Canal Road,25.43597263,85.14489643,-82.21439119,0,2.917057841,177.4800412,3G,0,0,0
S.K. Puri,25.46850132,85.07066048,-94.5793913,0,9.565486117,52.97413077,4G,-95.50498724,-102.7623758,-92.45642707
Kankarbagh,25.69771169,85.14003065,-83.24617881,0,1.307969767,174.7186962,3G,0,0,0
Fraser Road,25.59650533,84.99557047,-87.42346308,0,4.399990966,87.24731733,4G,-82.71060928,-95.4834017,-90.3261729
Kankarbagh,25.51551688,85.12164058,-86.52625944,0,1.193843692,175.5382531,3G,0,0,0
Fraser Road,25.74370238,85.18410991,-87.28781124,0,6.155695201,63.84734812,4G,-91.79269973,-96.51651712,-88.73909747
Bailey Road,25.55245765,85.13536122,-98.85718036,0,84.93692738,48.42026962,5G,-95.20559572,-105.3051392,-99.62323834
S.K. Puri,25.52877342,85.10011837,-89.24655621,0,2.998279152,193.5360325,LTE,-87.49372858,-94.68960184,-90.64818877
Kidwaipuri,25.49693684,85.20557328,-88.42137854,0,5.244344213,96.17978459,4G,-84.01428384,-94.22524804,-89.42794262
Boring Canal Road,25.5597935,85.17723132,-101.6888319,0,2.841680705,168.1132339,LTE,-98.65572955,-107.4401461,-101.5770897
Bailey Road,25.68560298,85.01158753,-81.60589965,0,1.801961185,106.3117721,3G,0,0,0
Anisabad,25.6668299,85.27388436,-86.29179774,0,2.728024279,165.9426955,3G,0,0,0
Kankarbagh,25.75289504,85.11282026,-87.07410639,0,6.037828432,94.82016588,4G,-88.83072594,-95.75971833,-84.41436101
Danapur,25.62166288,85.05354658,-89.31084545,0,8.644331122,89.29606495,4G,-84.71596342,-95.90788865,-89.88222781
Danapur,25.46410373,85.25197634,-93.3610133,0,48.01124002,36.55957604,5G,-95.6104528,-98.79907072,-91.54086244
Boring Canal Road,25.56045057,85.14132201,-87.92523312,0,1.556907982,182.7086052,LTE,-88.78866749,-97.86893082,-89.1977913
Kidwaipuri,25.6429105,84.96479455,-81.59514875,0,2.822531592,157.293016,3G,0,0,0
Patliputra Colony,25.42953669,85.14772952,-93.74135813,0,89.45636376,21.28716796,5G,-98.31319049,-101.3690694,-94.40590698
Boring Canal Road,25.52320109,85.03346633,-100.2311938,0,30.92426757,21.51240397,5G,-104.8462836,-107.1866687,-99.79324715
Kankarbagh,25.63673016,85.28976636,-98.51089043,0,10.78940526,10.47004295,5G,-99.01434359,-107.9566414,-98.50229721
Bailey Road,25.54976245,84.96931679,-86.82705506,0,2.448495758,177.074695,LTE,-90.5698184,-95.24287513,-87.95142984
Ashok Rajpath,25.52500136,85.15198122,-96.69912777,0,7.21948193,76.79223654,4G,-101.2419064,-102.5999964,-95.56798238
Danapur,25.49156614,85.12279502,-87.76059475,0,3.014291526,63.49838857,4G,-91.88887592,-94.40904327,-90.53261661
Kidwaipuri,25.44758145,85.13507413,-84.59014538,0,27.36305188,46.68049327,5G,-87.70619478,-90.83940509,-84.10555337
Kidwaipuri,25.67111433,85.29327799,-93.21666663,0,6.829300245,84.33883697,4G,-97.18304265,-99.17773203,-96.07631468
Fraser Road,25.56963884,85.20889961,-97.4379425,0,67.12056022,15.42996696,5G,-94.87741006,-104.1007517,-97.64165422
Bankipore,25.51333715,85.10853628,-85.124091,0,4.448519312,74.03746728,4G,-84.37350949,-93.87866545,-87.33519747
Phulwari Sharif,25.63215674,85.11964047,-91.45682946,0,91.14030735,20.0750559,5G,-95.53890146,-98.49847777,-88.68621853
Bailey Road,25.61183696,85.23079357,-94.92699866,0,58.45851031,17.7111953,5G,-91.83716452,-101.9942825,-92.18772621
